Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Catalu¤a;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Comunitat Valenciana;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Extremadura;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Galicia;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Madrid, Comunidad de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Murcia, Región de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Navarra, Comunidad Foral de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;País Vasco;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Rioja, La;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Ceuta;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Total;Melilla;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Hombres;Extranjero;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Andalucía;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Aragón;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Asturias, Principado de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Balears, Illes;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Canarias;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Cantabria;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Castilla y León;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Castilla-La Mancha;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Catalu¤a;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Comunitat Valenciana;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Extremadura;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Galicia;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Madrid, Comunidad de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Murcia, Región de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Navarra, Comunidad Foral de;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;País Vasco;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Rioja, La;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Ceuta;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Total;Melilla;0
58 Malformaciones congénitas del ojo, del oído, de la cara y del cuello;Mujeres;Extranjero;;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;;15
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Andalucía;5
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Aragón;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Asturias, Principado de;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Balears, Illes;1
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Canarias;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Cantabria;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Castilla y León;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Castilla-La Mancha;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Catalu¤a;4
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Comunitat Valenciana;2
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Extremadura;1
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Galicia;1
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Madrid, Comunidad de;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Murcia, Región de;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Navarra, Comunidad Foral de;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;País Vasco;1
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Rioja, La;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Ceuta;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Total;Melilla;0
59-63 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Extranjero;;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;;11
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Andalucía;5
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Aragón;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Asturias, Principado de;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Balears, Illes;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Canarias;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Cantabria;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Castilla y León;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Castilla-La Mancha;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Catalu¤a;2
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Comunitat Valenciana;2
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Extremadura;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Galicia;1
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Madrid, Comunidad de;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Murcia, Región de;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Navarra, Comunidad Foral de;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;País Vasco;1
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Rioja, La;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Ceuta;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Total;Melilla;0
59-63 Malformaciones congénitas del sistema circulatorio;Hombres;Extranjero;;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;;4
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Andalucía;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Aragón;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Asturias, Principado de;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Balears, Illes;1
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Canarias;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Cantabria;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Castilla y León;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Castilla-La Mancha;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Catalu¤a;2
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Comunitat Valenciana;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Extremadura;1
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Galicia;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Madrid, Comunidad de;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Murcia, Región de;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Navarra, Comunidad Foral de;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;País Vasco;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Rioja, La;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Ceuta;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Total;Melilla;0
59-63 Malformaciones congénitas del sistema circulatorio;Mujeres;Extranjero;;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;;8
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Andalucía;3
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Aragón;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Asturias, Principado de;1
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Balears, Illes;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Canarias;1
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Cantabria;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Castilla y León;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Castilla-La Mancha;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Catalu¤a;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Comunitat Valenciana;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Extremadura;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Galicia;1
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Madrid, Comunidad de;2
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Murcia, Región de;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Navarra, Comunidad Foral de;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;País Vasco;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Rioja, La;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Ceuta;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Total;Melilla;0
64-66 Malformaciones congénitas del sistema respiratorio;Ambos sexos;Extranjero;;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;;5
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Andalucía;3
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Aragón;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Asturias, Principado de;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Balears, Illes;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Canarias;1
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Cantabria;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Castilla y León;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Castilla-La Mancha;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Catalu¤a;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Comunitat Valenciana;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Extremadura;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Galicia;1
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Madrid, Comunidad de;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Murcia, Región de;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Navarra, Comunidad Foral de;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;País Vasco;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Rioja, La;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Ceuta;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Total;Melilla;0
64-66 Malformaciones congénitas del sistema respiratorio;Hombres;Extranjero;;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;;3
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Andalucía;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Aragón;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Asturias, Principado de;1
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Balears, Illes;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Canarias;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Cantabria;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Castilla y León;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Castilla-La Mancha;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Catalu¤a;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Comunitat Valenciana;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Extremadura;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Galicia;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Madrid, Comunidad de;2
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Murcia, Región de;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Navarra, Comunidad Foral de;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;País Vasco;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Rioja, La;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Ceuta;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Total;Melilla;0
64-66 Malformaciones congénitas del sistema respiratorio;Mujeres;Extranjero;;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Andalucía;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Aragón;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Asturias, Principado de;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Balears, Illes;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Canarias;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Cantabria;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Castilla y León;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Castilla-La Mancha;0
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Catalu¤a;0
